Date,Generated,Efficiency,System Name,Location,System Size (kW)
5/18/2024,269.274,4.142676923,Feuerwehr,Switzerland,65
5/17/2024,159.099,2.447676923,Feuerwehr,Switzerland,65
5/16/2024,158.508,2.438584615,Feuerwehr,Switzerland,65
5/15/2024,99.033,1.523584615,Feuerwehr,Switzerland,65
5/14/2024,283.698,4.364584615,Feuerwehr,Switzerland,65
5/13/2024,154.593,2.378353846,Feuerwehr,Switzerland,65
5/12/2024,269.688,4.149046154,Feuerwehr,Switzerland,65
5/11/2024,299.271,4.604169231,Feuerwehr,Switzerland,65
5/10/2024,288.987,4.445953846,Feuerwehr,Switzerland,65
5/9/2024,161.772,2.4888,Feuerwehr,Switzerland,65
5/8/2024,155.127,2.386569231,Feuerwehr,Switzerland,65
5/7/2024,86.823,1.335738462,Feuerwehr,Switzerland,65
5/6/2024,62.946,0.9684,Feuerwehr,Switzerland,65
5/5/2024,190.038,2.923661538,Feuerwehr,Switzerland,65
5/4/2024,226.998,3.492276923,Feuerwehr,Switzerland,65
5/3/2024,126.723,1.949584615,Feuerwehr,Switzerland,65
5/2/2024,120.375,1.851923077,Feuerwehr,Switzerland,65
5/1/2024,228.258,3.511661538,Feuerwehr,Switzerland,65
4/30/2024,253.992,3.907569231,Feuerwehr,Switzerland,65
4/29/2024,244.629,3.763523077,Feuerwehr,Switzerland,65
4/28/2024,166.476,2.561169231,Feuerwehr,Switzerland,65
4/27/2024,278.757,4.288569231,Feuerwehr,Switzerland,65
4/26/2024,196.422,3.021876923,Feuerwehr,Switzerland,65
4/25/2024,195.945,3.014538462,Feuerwehr,Switzerland,65
4/24/2024,130.617,2.009492308,Feuerwehr,Switzerland,65
4/23/2024,105.315,1.620230769,Feuerwehr,Switzerland,65
4/22/2024,35.637,0.548261538,Feuerwehr,Switzerland,65
4/21/2024,89.625,1.378846154,Feuerwehr,Switzerland,65
4/20/2024,132.306,2.035476923,Feuerwehr,Switzerland,65
4/19/2024,83.118,1.278738462,Feuerwehr,Switzerland,65
4/18/2024,93.519,1.438753846,Feuerwehr,Switzerland,65
4/17/2024,109.482,1.684338462,Feuerwehr,Switzerland,65
4/16/2024,174.075,2.678076923,Feuerwehr,Switzerland,65
4/15/2024,104.352,1.605415385,Feuerwehr,Switzerland,65
4/14/2024,242.718,3.734123077,Feuerwehr,Switzerland,65
4/13/2024,232.413,3.575584615,Feuerwehr,Switzerland,65
4/12/2024,237.795,3.658384615,Feuerwehr,Switzerland,65
4/11/2024,237.021,3.646476923,Feuerwehr,Switzerland,65
4/10/2024,120.105,1.847769231,Feuerwehr,Switzerland,65
4/9/2024,51.465,0.791769231,Feuerwehr,Switzerland,65
4/8/2024,151.179,2.325830769,Feuerwehr,Switzerland,65
4/7/2024,127.185,1.956692308,Feuerwehr,Switzerland,65
4/6/2024,201.864,3.1056,Feuerwehr,Switzerland,65
4/5/2024,217.689,3.349061538,Feuerwehr,Switzerland,65
4/4/2024,103.479,1.591984615,Feuerwehr,Switzerland,65
4/3/2024,88.848,1.366892308,Feuerwehr,Switzerland,65
4/2/2024,190.584,2.932061538,Feuerwehr,Switzerland,65
4/1/2024,62.691,0.964476923,Feuerwehr,Switzerland,65
3/31/2024,149.763,2.304046154,Feuerwehr,Switzerland,65
3/30/2024,109.749,1.688446154,Feuerwehr,Switzerland,65
3/29/2024,159.306,2.450861538,Feuerwehr,Switzerland,65
3/28/2024,111.222,1.711107692,Feuerwehr,Switzerland,65
3/27/2024,104.856,1.613169231,Feuerwehr,Switzerland,65
3/26/2024,177.894,2.736830769,Feuerwehr,Switzerland,65
3/25/2024,214.347,3.297646154,Feuerwehr,Switzerland,65
3/24/2024,138.543,2.131430769,Feuerwehr,Switzerland,65
